FirstName,LastName,AddressLine1,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend,BikeBuyer,AgeGroup,log_AveMonthSpend,log_Age,log_YearlyIncome
Edward,Hernandez,7607 Pine Hollow Road,Ballard,Washington,United States,98107,178-555-0196,9/9/1979,High School,Skilled Manual,M,S,0,2,0,0,54938,18,64,0,Under 25,4.158883083,2.890371758,10.91396056
Jasmine,Coleman,1961 Oak Grove Road,Beaverton,Oregon,United States,97005,857-555-0115,12/8/1979,High School,Skilled Manual,F,S,0,2,0,0,29691,18,37,0,Under 25,3.610917913,2.890371758,10.29859925
Karla,Goel,3272 Corrie Lane,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0137,8/26/1939,Bachelors ,Management,F,S,1,2,0,2,66934,58,47,0,Over 55,3.850147602,4.060443011,11.11146234
Ernest,Wu,1832 RiverRock Dr,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0139,2/5/1939,Graduate Degree,Management,M,M,1,1,0,2,124211,58,78,0,Over 55,4.356708827,4.060443011,11.72973701
Ross,Vazquez,1201 Paso Del Rio Way,East Brisbane,Queensland,Australia,4169,1 (11) 500 555-0163,8/16/1941,Bachelors ,Management,M,M,1,2,0,2,63251,56,67,0,Over 55,4.204692619,4.025351691,11.05486622
Theodore,Gill,9120 Pinewood Court,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0194,4/20/1941,Bachelors ,Management,M,M,1,2,0,2,82448,56,71,0,Over 55,4.262679877,4.025351691,11.31992307
Russell,Shen,4755 Easley Drive,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0191,3/15/1941,Bachelors ,Management,M,S,1,2,0,2,77855,56,69,0,Over 55,4.234106505,4.025351691,11.2626034
Melinda,Gill,805 Rainier Dr.,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0117,2/25/1942,Graduate Degree,Management,F,S,0,1,0,2,94385,55,46,0,45-55,3.828641396,4.007333185,11.45513744
James,Williams,6827 Seagull Court,Puyallup,Washington,United States,98371,355-555-0153,1/10/1976,High School,Skilled Manual,M,S,1,2,0,0,62553,21,72,1,Under 25,4.276666119,3.044522438,11.04376948
Angela,James,8877 Weatherly Drive,Renton,Washington,United States,98055,847-555-0111,6/23/1976,High School,Skilled Manual,F,M,1,2,0,0,37229,21,42,0,Under 25,3.737669618,3.044522438,10.52484331
Megan,Walker,6898 Holiday Hills,Woodburn,Oregon,United States,97071,918-555-0186,8/21/1976,Partial College,Skilled Manual,F,S,1,1,0,0,33375,21,38,0,Under 25,3.63758616,3.044522438,10.4155624
Hunter,Robinson,8356 Mori Court,Burbank,California,United States,91502,891-555-0125,1/26/1976,Partial College,Skilled Manual,M,S,0,1,0,0,60713,21,68,1,Under 25,4.219507705,3.044522438,11.01391312
Hannah,Long,1832 Preston Ct.,Tacoma,Washington,United States,98403,974-555-0177,6/11/1975,High School,Skilled Manual,F,M,1,2,0,0,45639,22,50,0,Under 25,3.912023005,3.091042453,10.72851789
Jason,Wright,6771 Bundros Court,San Gabriel,California,United States,91776,694-555-0176,10/8/1975,High School,Skilled Manual,M,S,1,2,0,0,57274,22,65,0,Under 25,4.17438727,3.091042453,10.95560205
Brianna,Hughes,6793 Bonifacio St.,Woodland Hills,California,United States,91364,319-555-0183,9/17/1975,High School,Skilled Manual,F,S,0,2,0,0,32033,22,40,0,Under 25,3.688879454,3.091042453,10.3745219
Maurice,Tang,2886 Chaparral Court,Concord,California,United States,94519,947-555-0172,1/8/1974,Partial College,Skilled Manual,M,S,0,1,0,0,54434,23,69,0,Under 25,4.234106505,3.135494216,10.90474424
Emily,Wood,1562 Black Walnut,Concord,California,United States,94519,184-555-0114,4/22/1974,Partial College,Skilled Manual,F,S,0,1,0,0,46024,23,44,1,Under 25,3.784189634,3.135494216,10.73691828
Gabriel,Wang,8002 Crane Court,Spring Valley,California,United States,91977,617-555-0150,12/20/1974,Partial College,Skilled Manual,M,M,1,1,0,0,56829,23,66,0,Under 25,4.189654742,3.135494216,10.94780204
Devin,Brooks,4231 Highland Dr.,Torrance,California,United States,90505,502-555-0138,5/5/1974,Partial College,Skilled Manual,M,S,0,1,0,0,48946,23,64,1,Under 25,4.158883083,3.135494216,10.79847293
Jocelyn,Alexander,3376 Bank Way,Oakland,California,United States,94611,354-555-0134,7/18/1973,Partial College,Skilled Manual,F,M,0,1,0,0,89154,24,52,0,Under 25,3.951243719,3.17805383,11.39812049
Ashley,Martinez,6993 Whyte Park Ave.,Olympia,Washington,United States,98501,131-555-0194,4/24/1972,Partial College,Skilled Manual,F,S,0,2,0,0,70041,25,46,1,25-45,3.828641396,3.218875825,11.15683606
Bryce,Richardson,1841 Blackwood Drive,Coronado,California,United States,92118,178-555-0176,6/22/1968,Bachelors ,Management,M,M,1,1,4,4,116323,29,141,1,25-45,4.94875989,3.36729583,11.66412608
Carol,Howard,6281 Edward Ave,Burien,Washington,United States,98168,845-555-0127,2/5/1968,Bachelors ,Management,F,M,1,1,4,4,104668,29,91,1,25-45,4.510859507,3.36729583,11.55854871
Jonathan,Hill,3731 Chinquapin Ct,Woodland Hills,California,United States,91364,134-555-0196,10/9/1967,Bachelors ,Management,M,S,1,2,0,1,128776,30,80,1,25-45,4.382026635,3.401197382,11.76582974
Sarah,Thomas,5636 Mt. Whitney Dr.,W. Linn,Oregon,United States,97068,868-555-0188,9/1/1967,Graduate Degree,Management,F,S,0,4,0,0,151318,30,51,0,25-45,3.931825633,3.401197382,11.92713886
Nicholas,Robinson,1318 Lasalle Street,Los Angeles,California,United States,90012,949-555-0138,7/13/1967,Graduate Degree,Management,M,M,1,0,1,1,183231,30,109,1,25-45,4.691347882,3.401197382,12.11850293
Luis,Wang,6943 Patterson Blvd.,Beverly Hills,California,United States,90210,418-555-0127,3/5/1963,Partial College,Skilled Manual,M,S,1,2,0,0,98032,34,70,1,25-45,4.248495242,3.526360525,11.49304923
Mason,Roberts,5753 Megan Dr.,Haney,British Columbia,Canada,V2W 1W2,539-555-0162,1/25/1968,Bachelors ,Management,M,M,1,1,4,4,140875,29,148,1,25-45,4.997212274,3.36729583,11.85562825
Jose,Flores,3991 Rambling Rose Drive,San Diego,California,United States,92102,157-555-0182,7/4/1942,Graduate Degree,Management,M,M,1,2,4,4,185657,55,144,1,45-55,4.9698133,4.007333185,12.13165616
Molly,Rodriguez,5556 Riverland Dr.,Beverly Hills,California,United States,90210,135-555-0185,6/14/1943,Graduate Degree,Management,F,M,1,3,4,4,141844,54,91,0,45-55,4.510859507,3.988984047,11.86248314
April,Anand,3531 Brookview Drive,Chula Vista,California,United States,91910,702-555-0144,1/2/1943,Bachelors ,Management,F,M,1,4,3,3,145176,54,73,1,45-55,4.290459441,3.988984047,11.88570208
Devin,Martin,1085 Greenbelt Way,Los Angeles,California,United States,90012,735-555-0197,8/8/1943,Graduate Degree,Management,M,M,1,2,3,3,184504,54,126,0,45-55,4.836281907,3.988984047,12.12542642
Stephanie,Torres,6968 Mildred Ln.,Sedro Woolley,Washington,United States,98284,567-555-0176,8/25/1944,Bachelors ,Management,F,S,1,2,0,4,80891,53,39,0,45-55,3.663561646,3.970291914,11.30085785
Jasmine,Lee,7502 Contuti Avenue,Santa Cruz,California,United States,95062,147-555-0199,7/15/1944,Bachelors ,Management,F,S,1,2,0,4,90366,53,51,1,45-55,3.931825633,3.970291914,11.41162337
Meghan,Hernandez,5872 L St.,Concord,California,United States,94519,967-555-0188,11/16/1944,Bachelors ,Management,F,S,1,2,0,4,91037,53,42,0,45-55,3.737669618,3.970291914,11.4190213
Ashley,Henderson,8834 San Jose Ave.,Metchosin,British Columbia,Canada,V9,173-555-0121,10/8/1944,Bachelors ,Management,F,S,1,2,0,4,83404,53,48,0,45-55,3.871201011,3.970291914,11.33145155
Sarah,Price,4815 Paraiso Ct.,Palo Alto,California,United States,94303,180-555-0133,5/21/1944,Bachelors ,Management,F,S,1,2,0,4,79819,53,46,0,45-55,3.828641396,3.970291914,11.28751685
Jennifer,Cooper,2429 Longview Road,Burien,Washington,United States,98168,857-555-0111,2/22/1944,Graduate Degree,Management,F,M,1,2,0,4,85829,53,49,0,45-55,3.891820298,3.970291914,11.36011222
Catherine,Morris,6542 Stonewood Drive,San Gabriel,California,United States,91776,795-555-0117,9/6/1944,Graduate Degree,Management,F,M,0,2,0,4,104279,53,52,0,45-55,3.951243719,3.970291914,11.55482528
Lawrence,Blanco,7502 Contuti Avenue,Bellingham,Washington,United States,98225,656-555-0171,7/15/1944,Graduate Degree,Management,M,S,1,2,0,4,121950,53,75,0,45-55,4.317488114,3.970291914,11.7113664
Carson,Bryant,2995 Youngsdale Dr.,Beverly Hills,California,United States,90210,240-555-0142,6/22/1944,Bachelors ,Management,M,M,1,2,0,5,95877,53,77,0,45-55,4.343805422,3.970291914,11.4708214
Kristi,Perez,1769 Lislin Ct,Colma,California,United States,94014,123-555-0181,12/18/1945,Bachelors ,Management,F,S,1,3,0,5,80055,52,47,0,45-55,3.850147602,3.951243719,11.29046918
James,Brown,673 Old Mountain View Dr.,Seattle,Washington,United States,98104,725-555-0117,9/13/1945,Bachelors ,Management,M,M,1,2,0,4,112289,52,79,0,45-55,4.369447852,3.951243719,11.62883118
Ian,Gray,5941 Gill Dr.,Woodburn,Oregon,United States,97071,596-555-0190,2/13/1945,Bachelors ,Management,M,M,1,2,0,4,111071,52,73,0,45-55,4.290459441,3.951243719,11.61792492
Jacqueline,Price,872 Mark Twain Dr,Palo Alto,California,United States,94303,266-555-0112,6/10/1945,Bachelors ,Management,F,M,1,2,0,4,89692,52,51,0,45-55,3.931825633,3.951243719,11.40413686
Megan,Henderson,8411 Mt. Olivet Place,Renton,Washington,United States,98055,560-555-0150,2/10/1946,Bachelors ,Management,F,M,1,3,0,5,86347,51,52,0,45-55,3.951243719,3.931825633,11.36612934
Alfredo,Romero,2499 Greendell Pl,Beaverton,Oregon,United States,97005,342-555-0110,6/7/1946,Bachelors ,Management,M,M,1,3,0,5,96935,51,75,0,45-55,4.317488114,3.931825633,11.48179593
Andrea,Morris,1883 Green View Court,Seattle,Washington,United States,98104,715-555-0178,6/18/1946,Bachelors ,Management,F,M,0,1,1,3,86749,51,57,1,45-55,4.043051268,3.931825633,11.37077417
Brooke,Sanders,5192 Dumbarton Drive,Santa Cruz,California,United States,95062,215-555-0156,11/26/1946,Bachelors ,Management,F,S,1,1,1,4,84010,51,54,0,45-55,3.988984047,3.931825633,11.33869112
Jacqueline,Bennett,8948 Chinquapin Court,Burlingame,California,United States,94010,413-555-0174,11/6/1946,Bachelors ,Management,F,M,1,1,1,4,81296,51,59,0,45-55,4.077537444,3.931825633,11.30585209
Jason,Griffin,7239 Nicholas Drive,Victoria,British Columbia,Canada,V8V,232-555-0160,11/22/1947,Bachelors ,Management,M,M,1,1,1,4,101131,50,96,1,45-55,4.564348191,3.912023005,11.52417199
Amanda,Foster,3984 San Francisco,Santa Monica,California,United States,90401,505-555-0159,8/18/1947,Bachelors ,Management,F,M,1,1,1,4,83256,50,57,0,45-55,4.043051268,3.912023005,11.32967548
Alexia,Price,2079 Wellington Ct,Lakewood,California,United States,90712,552-555-0118,8/26/1947,Bachelors ,Management,F,M,0,2,0,5,96418,50,55,0,45-55,4.007333185,3.912023005,11.47644819
Luis,Diaz,3682 Diablo View Road,Port Hammond,British Columbia,Canada,V6B 3P7,171-555-0126,8/21/1948,High School,Professional,M,M,1,2,1,2,55404,49,83,0,45-55,4.418840608,3.891820298,10.92240707
Destiny,Rivera,6965 Appalachian Drive,Beaverton,Oregon,United States,97005,743-555-0111,6/1/1948,High School,Professional,F,M,1,2,1,2,50201,49,53,0,45-55,3.970291914,3.891820298,10.82379023
Abby,Fernandez,8330 Glenside Court,Burien,Washington,United States,98168,134-555-0119,7/24/1948,High School,Professional,F,M,1,2,1,2,52116,49,53,0,45-55,3.970291914,3.891820298,10.86122728
Blake,Flores,9410 Ferry St.,Lynnwood,Washington,United States,98036,975-555-0163,9/24/1948,Partial College,Professional,M,M,1,1,1,2,96883,49,94,0,45-55,4.543294782,3.891820298,11.48125934
Maria,Reed,1413 Bridgeview St,Glendale,California,United States,91203,156-555-0163,2/4/1948,Bachelors ,Management,F,M,1,0,1,2,81421,49,54,1,45-55,3.988984047,3.891820298,11.3073885
Allison,Evans,3515 Sutton Circle,Lincoln Acres,California,United States,91950,988-555-0151,1/13/1948,Bachelors ,Management,F,M,1,0,1,2,73189,49,57,1,45-55,4.043051268,3.891820298,11.20080042
Samantha,Russell,9256 Village Oaks Dr.,Haney,British Columbia,Canada,V2W 1W2,547-555-0121,10/12/1949,High School,Professional,F,M,1,2,1,2,50320,48,53,1,45-55,3.970291914,3.871201011,10.82615789
Chloe,Campbell,3562 East Ave.,Metchosin,British Columbia,Canada,V9,205-555-0169,11/5/1949,High School,Professional,F,M,1,2,1,2,48200,48,53,0,45-55,3.970291914,3.871201011,10.7831143
Stephanie,Murphy,5514 Grant Street,Edmonds,Washington,United States,98020,293-555-0151,5/14/1949,Partial College,Professional,F,S,1,2,1,2,69431,48,51,0,45-55,3.931825633,3.871201011,11.14808873
Charles,Miller,2719 Little Dr,Milwaukie,Oregon,United States,97222,389-555-0115,11/7/1949,Partial College,Professional,M,S,1,2,1,2,91233,48,84,0,45-55,4.430816799,3.871201011,11.42117195
Jasmine,Torres,8328 San Francisco,Portland,Oregon,United States,97205,939-555-0130,5/20/1950,Partial College,Professional,F,S,1,2,1,2,79388,47,53,0,45-55,3.970291914,3.850147602,11.2821025
Natalie,Adams,6592 Bent Tree Lane,Portland,Oregon,United States,97205,300-555-0150,2/11/1950,Partial College,Professional,F,S,1,2,1,2,81490,47,55,1,45-55,4.007333185,3.850147602,11.30823559
Charles,Cook,6871 Bel Air Dr.,Woodburn,Oregon,United States,97071,755-555-0111,12/2/1950,High School,Professional,M,M,1,2,1,2,88557,47,92,0,45-55,4.521788577,3.850147602,11.39140169
Erica,Huang,9142 All Ways Drive,Colma,California,United States,94014,618-555-0157,2/23/1950,Partial College,Professional,F,M,1,1,1,2,98934,47,57,0,45-55,4.043051268,3.850147602,11.50220824
Nathan,Perry,9714 Nicholas Drive,Lakewood,California,United States,90712,271-555-0191,6/10/1950,Partial College,Professional,M,M,1,1,2,4,107014,47,110,0,45-55,4.700480366,3.850147602,11.58071495
Alexandra,Rivera,4999 Corte Segunda,Santa Monica,California,United States,90401,488-555-0143,8/17/1950,Bachelors ,Management,F,M,1,1,1,3,97838,47,65,0,45-55,4.17438727,3.850147602,11.49106833
Hailey,Patterson,5045 Vancouver Way,Langley,British Columbia,Canada,V3A 4R2,480-555-0126,9/16/1951,High School,Professional,F,S,1,2,1,2,93756,46,60,1,45-55,4.094344562,3.828641396,11.44845094
Tiffany,Li,6404 Del Mar Ave,Burien,Washington,United States,98168,197-555-0118,9/6/1951,High School,Professional,F,S,1,2,1,2,58807,46,52,0,45-55,3.951243719,3.828641396,10.98201617
Madison,Lee,5927 Seaview Avenue,Renton,Washington,United States,98055,471-555-0142,2/16/1951,Partial College,Professional,F,M,1,1,1,2,75300,46,53,0,45-55,3.970291914,3.828641396,11.22923541
Sydney,Ross,5252 Santa Fe,W. Linn,Oregon,United States,97068,219-555-0146,9/27/1951,Partial College,Professional,F,M,1,1,1,2,69781,46,59,0,45-55,4.077537444,3.828641396,11.15311705
Marshall,Chavez,9022 Estudillo Street,Colma,California,United States,94014,712-555-0116,8/12/1951,Partial College,Professional,M,S,1,2,1,2,107126,46,92,1,45-55,4.521788577,3.828641396,11.58176099
Ashley,Jones,7681 Willow Pass Road,El Cajon,California,United States,92020,996-555-0169,4/19/1951,Partial College,Professional,F,M,1,2,1,2,83120,46,63,1,45-55,4.143134726,3.828641396,11.32804063
Adrian,Stewart,6898 Shaw Rd.,Redwood City,California,United States,94063,812-555-0122,12/3/1951,Partial College,Professional,M,S,1,1,2,4,79403,46,96,0,45-55,4.564348191,3.828641396,11.28229143
Amber,Turner,6345 Ridge Circle,Santa Monica,California,United States,90401,155-555-0131,4/3/1951,Partial College,Professional,F,M,0,2,2,4,82373,46,68,0,45-55,4.219507705,3.828641396,11.31901299
Dennis,Zhang,3951 Calle Verde Drive,Bremerton,Washington,United States,98312,710-555-0134,11/14/1952,High School,Professional,M,M,1,2,1,2,82678,45,89,0,25-45,4.48863637,3.80666249,11.32270882
Hailey,Bryant,2828 Rogers Ave.,Everett,Washington,United States,98201,156-555-0195,9/27/1952,High School,Professional,F,M,0,2,1,3,89815,45,58,1,25-45,4.060443011,3.80666249,11.40550728
Todd,Li,5897 Scottsdale Rd.,Berkeley,California,United States,94704,680-555-0147,9/9/1952,Partial College,Professional,M,M,1,2,2,4,95975,45,108,0,25-45,4.682131227,3.80666249,11.47184302
Anna,Griffin,7221 Peachwillow Street,Long Beach,California,United States,90802,965-555-0146,11/19/1952,Partial College,Professional,F,S,1,2,2,4,81567,45,58,1,25-45,4.060443011,3.80666249,11.30918005
Angel,Stewart,2585 La Salle Ct.,Ballard,Washington,United States,98107,540-555-0122,2/8/1952,Partial College,Professional,M,M,1,2,2,4,97258,45,109,0,25-45,4.691347882,3.80666249,11.48512252
Jeremy,Butler,8811 The Trees Dr.,Bellingham,Washington,United States,98225,980-555-0117,3/5/1952,Partial College,Professional,M,S,1,2,2,5,104005,45,107,1,25-45,4.672828834,3.80666249,11.55219425
Clarence,Anand,Welt Platz 6,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0191,9/23/1958,Bachelors ,Management,M,S,0,4,3,3,164291,39,126,1,25-45,4.836281907,3.663561646,12.00939452
Mayra,Prasad,1119 Elderwood Dr.,Birmingham,England,United Kingdom,B29 6SL,1 (11) 500 555-0116,8/10/1958,Bachelors ,Management,F,S,0,4,3,3,138418,39,80,1,25-45,4.382026635,3.663561646,11.83803337
Latoya,Goel,8154 Pheasant Circle,London,England,United Kingdom,SW1P 2NU,1 (11) 500 555-0149,10/6/1958,Partial College,Professional,F,M,0,2,4,4,123475,39,98,0,25-45,4.584967479,3.663561646,11.72379399
Anne,Hernandez,76 Woodcrest Dr.,Watford,England,United Kingdom,WA3,1 (11) 500 555-0119,12/11/1958,Partial College,Professional,F,M,1,4,3,3,136555,39,88,1,25-45,4.477336814,3.663561646,11.82448274
Lisa,Cai,"102, rue de Berri",Les Ulis,Essonne,France,91940,1 (11) 500 555-0125,10/11/1957,Partial College,Professional,F,S,1,4,3,3,114730,40,80,1,25-45,4.382026635,3.688879454,11.65033682
Larry,Munoz,Midi-Couleurs,Versailles,Yveline,France,78000,1 (11) 500 555-0193,11/11/1957,Partial College,Professional,M,M,1,3,4,4,160265,40,153,1,25-45,5.030437921,3.688879454,11.98458397
Robin,Alvarez,4086 Emmons Canyon Lane,Esher-Molesey,England,United Kingdom,EM15,1 (11) 500 555-0198,10/9/1957,Partial College,Professional,F,M,1,3,3,3,131035,40,89,0,25-45,4.48863637,3.688879454,11.78321974
Alexis,Coleman,7140 Camelback Road,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0115,11/26/1957,Bachelors ,Management,F,S,0,3,3,3,139552,40,81,1,25-45,4.394449155,3.688879454,11.84619257
Ricky,Vazquez,Roßstr 9928,Hamburg,Hessen,Germany,22001,1 (11) 500 555-0147,10/27/1956,High School,Professional,M,M,0,4,4,4,154573,41,147,1,25-45,4.990432587,3.713572067,11.94842176
Latasha,Rubio,Alderstr 7690,Hamburg,Hamburg,Germany,20354,1 (11) 500 555-0178,10/9/1956,High School,Professional,F,M,0,4,4,4,136970,41,99,0,25-45,4.59511985,3.713572067,11.8275172
Tristan,Alexander,"88, avenue des Champs-Elysées",Saint-Denis,Seine Saint Denis,France,93400,1 (11) 500 555-0124,3/26/1955,Partial College,Professional,M,M,1,4,4,4,165394,42,157,1,25-45,5.056245805,3.737669618,12.01608579
Cindy,Patel,Essener Straße 123,Sulzbach Taunus,Saarland,Germany,66272,1 (11) 500 555-0149,7/13/1955,Partial College,Professional,F,M,1,3,4,4,128534,42,94,1,25-45,4.543294782,3.737669618,11.76394874
Shannon,Liu,4185 Keywood Ct.,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0119,3/12/1955,High School,Professional,F,M,1,2,4,4,140179,42,98,0,25-45,4.584967479,3.737669618,11.85067546
Xavier,Long,9245 Dantley Way,Haney,British Columbia,Canada,V2W 1W2,243-555-0114,7/4/1932,High School,Professional,M,S,0,2,0,4,50003,65,55,0,Over 55,4.007333185,4.17438727,10.81983828
Nicholas,Thompson,504 O St.,Lemon Grove,California,United States,91945,377-555-0147,6/7/1932,Graduate Degree,Management,M,S,1,1,0,3,139004,65,71,0,Over 55,4.262679877,4.17438727,11.84225799
José,Hernandez,5703 Donald Dr.,Victoria,British Columbia,Canada,V8V,712-555-0130,2/28/1933,Graduate Degree,Management,M,M,1,2,0,2,127974,64,72,0,Over 55,4.276666119,4.158883083,11.7595824
Johnathan,Vance,9430 Versailles Pl,Burien,Washington,United States,98168,494-555-0166,3/3/1933,Graduate Degree,Management,M,M,1,2,0,4,101550,64,71,0,Over 55,4.262679877,4.158883083,11.52830657
Katelyn,Hernandez,7496 Deerfield Dr.,Lynnwood,Washington,United States,98036,249-555-0116,9/20/1933,Graduate Degree,Management,F,M,1,2,0,4,88902,64,44,0,Over 55,3.784189634,4.158883083,11.39528992
Jacqueline,Powell,4076 Northwood Dr,Newport Beach,California,United States,92625,796-555-0111,1/6/1933,Graduate Degree,Management,F,S,1,4,2,2,146565,64,59,0,Over 55,4.077537444,4.158883083,11.8952243
Victoria,Stewart,3623 Barquentine Court,Salem,Oregon,United States,97301,230-555-0139,3/27/1965,Partial College,Professional,F,M,1,4,1,4,96421,32,65,0,25-45,4.17438727,3.465735903,11.4764793
Katelyn,Kelly,7085 Solano Drive,Burlingame,California,United States,94010,507-555-0132,4/12/1965,Bachelors ,Management,F,M,1,3,2,2,127739,32,80,1,25-45,4.382026635,3.465735903,11.7577444
Stephanie,Collins,2868 Central Avenue,San Diego,California,United States,92102,209-555-0173,4/24/1965,Graduate Degree,Management,F,M,1,1,2,2,154474,32,79,0,25-45,4.369447852,3.465735903,11.94778108
Jennifer,Simmons,7959 Mt. Wilson Way,Port Hammond,British Columbia,Canada,V6B 3P7,148-555-0115,5/4/1964,Bachelors ,Management,F,M,1,0,3,4,97283,33,89,0,25-45,4.48863637,3.496507561,11.48537954
Trinity,Richardson,3063 Blue Jay Drive,Burien,Washington,United States,98168,111-555-0116,9/11/1964,Partial College,Professional,F,M,1,3,5,5,104042,33,99,0,25-45,4.59511985,3.496507561,11.55254994
Eduardo,Martin,5137 Pheasant Court,Issaquah,Washington,United States,98027,342-555-0195,6/17/1964,Partial College,Professional,M,S,0,3,5,5,122978,33,154,1,25-45,5.036952602,3.496507561,11.71976076
Elizabeth,Jones,2253 Firestone Dr.,Kirkland,Washington,United States,98033,941-555-0110,7/13/1964,Partial College,Professional,F,M,1,3,5,5,91607,33,98,1,25-45,4.584967479,3.496507561,11.42526297
Taylor,Howard,7396 Stratton Circle,Port Orchard,Washington,United States,98366,162-555-0131,5/5/1964,Partial College,Professional,F,S,0,1,0,0,98748,33,51,0,25-45,3.931825633,3.496507561,11.50032643
